Thu Jul 03 14:47:38 2014    6modules_transform.stats

         2914781 function calls (2562177 primitive calls) in 5.836 CPU seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3573    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
       35    0.000    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:609(visit_keyword)
     4044    0.001    0.000    0.001    0.000 e:\Develop\desarrollo\python\other\pylint-playero-plugin\funcs.py:141(<genexpr>)
      187    0.000    0.000    0.001    0.000 e:\Develop\desarrollo\python\other\pylint-playero-plugin\Playero.py:158(assHasAssignedStmts)
       92    0.000    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:490(visit_from)
      270    0.000    0.000    0.001    0.000 c:\Python26\lib\inspect.py:78(ismethoddescriptor)
       12    0.000    0.000    0.001    0.000 e:\Develop\desarrollo\python\other\pylint-playero-plugin\pyparse.py:40(visit_ClassDef)
     2914    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
     1017    0.001    0.000    0.001    0.000 {method 'sort' of 'list' objects}
      862    0.001    0.000    0.001    0.000 {built-in method search}
       49    0.000    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:590(visit_import)
      176    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       29    0.000    0.000    0.001    0.000 e:\Develop\desarrollo\python\other\pylint-playero-plugin\pyparse.py:49(visit_Assign)
      462    0.000    0.000    0.001    0.000 c:\Python26\lib\inspect.py:59(isclass)
